traffic_type,protocol,flag,packet_length,duration,flow_bytes,label
Messaging,ICMP,RST,1409,7.701747555514273,2123,Messaging_Anomaly
Messaging,TCP,FIN,1373,5.570804208787806,59896,Messaging_Normal
FileTransfer,TCP,SYN,1150,2.56389352811463,80173,FileTransfer_Anomaly
FileTransfer,ICMP,RST,245,3.0275844133296026,92297,FileTransfer_Normal
Messaging,TCP,SYN,844,7.3222610951804885,64529,Messaging_Threat
FileTransfer,UDP,SYN,237,8.51323086591918,61727,FileTransfer_Anomaly
FileTransfer,TCP,FIN,956,6.717532448610838,33948,FileTransfer_Normal
Video,UDP,RST,772,8.097204457926733,37904,Video_Normal
FileTransfer,ICMP,RST,525,7.668894790652056,15479,FileTransfer_Threat
Web,TCP,SYN,278,1.5055426398900078,59764,Web_Threat
FileTransfer,ICMP,ACK,73,4.245208681003887,27866,FileTransfer_Threat
FileTransfer,TCP,FIN,1090,1.5383081702773411,68199,FileTransfer_Anomaly
Messaging,UDP,FIN,746,2.360003492171828,36160,Messaging_Normal
Web,ICMP,FIN,708,8.693903650264016,94833,Web_Threat
FileTransfer,TCP,FIN,1142,4.734190736675489,69222,FileTransfer_Anomaly
FileTransfer,UDP,RST,1063,5.358227437408182,16187,FileTransfer_Anomaly
Video,ICMP,RST,438,1.7926751926254436,48968,Video_Anomaly
FileTransfer,ICMP,ACK,709,3.129595142627472,23325,FileTransfer_Threat
FileTransfer,TCP,FIN,869,2.3101592225944203,95386,FileTransfer_Threat
Video,TCP,FIN,81,2.0697997835390796,6743,Video_Normal
Messaging,TCP,SYN,1188,6.383228325226542,93159,Messaging_Normal
FileTransfer,UDP,RST,235,2.576269637980691,36827,FileTransfer_Threat
Video,TCP,FIN,22,6.32383470534398,11105,Video_Anomaly
Web,ICMP,ACK,179,0.5939615949444536,65797,Web_Anomaly
Messaging,ICMP,ACK,800,1.4263261913357477,16129,Messaging_Anomaly
Web,TCP,RST,1163,2.7526571374612523,14326,Web_Normal
Web,TCP,ACK,912,5.97449869978796,63746,Web_Anomaly
Video,ICMP,ACK,1132,6.761654038422886,60703,Video_Normal
FileTransfer,UDP,RST,348,4.4327424981274755,28831,FileTransfer_Normal
Video,TCP,FIN,599,4.4634512366265175,69026,Video_Anomaly
Video,TCP,FIN,1400,7.247923345472195,6097,Video_Anomaly
Video,ICMP,ACK,1310,0.16805270673816858,55606,Video_Threat
Video,TCP,ACK,971,3.417489344497463,78329,Video_Threat
Messaging,UDP,FIN,1366,8.188883500621134,49915,Messaging_Anomaly
FileTransfer,ICMP,RST,654,6.0361619080315885,42192,FileTransfer_Normal
Web,TCP,ACK,1007,3.3788990562266497,62639,Web_Normal
Web,ICMP,SYN,1238,9.056192675373442,66177,Web_Normal
FileTransfer,TCP,RST,940,7.728501047219331,21917,FileTransfer_Normal
Web,TCP,ACK,757,2.6563055178949666,37961,Web_Normal
FileTransfer,TCP,ACK,1375,6.456445476881911,13528,FileTransfer_Threat
Web,UDP,SYN,189,5.961549774607677,44034,Web_Anomaly
Video,UDP,SYN,540,4.017867261249437,10358,Video_Threat
Web,ICMP,FIN,59,3.6758912312559584,57875,Web_Normal
FileTransfer,TCP,RST,1304,3.4421691430092825,81680,FileTransfer_Normal
FileTransfer,TCP,RST,1438,6.175386276122511,95047,FileTransfer_Normal
FileTransfer,UDP,FIN,974,4.4296752654418885,5569,FileTransfer_Normal
FileTransfer,TCP,RST,1269,8.320312501381705,28954,FileTransfer_Anomaly
FileTransfer,UDP,RST,1003,6.699330135178279,6356,FileTransfer_Normal
Messaging,TCP,RST,1167,0.708616741037247,76356,Messaging_Anomaly
Messaging,ICMP,RST,994,6.405280556043379,34037,Messaging_Normal
Web,TCP,RST,57,2.718762890636846,99234,Web_Anomaly
FileTransfer,TCP,SYN,347,5.932191796617692,1751,FileTransfer_Threat
Web,UDP,RST,1294,6.804517991723479,50388,Web_Normal
FileTransfer,TCP,SYN,1219,2.3159835996485802,84830,FileTransfer_Anomaly
FileTransfer,TCP,RST,933,4.574017862354883,25151,FileTransfer_Threat
Messaging,UDP,FIN,473,1.9113453795624873,27486,Messaging_Normal
Messaging,ICMP,ACK,56,0.532865369107218,75154,Messaging_Normal
Video,ICMP,SYN,1359,3.790979470623832,16284,Video_Normal
Messaging,UDP,RST,992,3.6358132757414596,33887,Messaging_Anomaly
Video,UDP,FIN,815,9.954850102135527,21721,Video_Anomaly
Video,UDP,ACK,992,4.469059988464445,75664,Video_Threat
Video,UDP,SYN,612,3.3423597992272818,78084,Video_Anomaly
Video,UDP,ACK,1157,5.808945317099579,59892,Video_Anomaly
Video,ICMP,FIN,1083,0.8967862671366069,45353,Video_Normal
Web,ICMP,SYN,1344,9.617040702188584,34151,Web_Normal
Messaging,UDP,ACK,243,6.353250855454421,49911,Messaging_Normal
Video,TCP,RST,337,7.550829821209069,30547,Video_Normal
FileTransfer,UDP,SYN,368,1.7130746023574364,84030,FileTransfer_Normal
Messaging,TCP,ACK,134,4.100683751521987,30354,Messaging_Normal
Messaging,UDP,FIN,717,4.2326642428279335,84145,Messaging_Normal
Video,UDP,FIN,1366,8.219846374571857,57518,Video_Threat
Web,ICMP,SYN,1083,0.022354430796500332,14572,Web_Threat
Video,TCP,ACK,59,3.015522552449018,3571,Video_Threat
Web,TCP,SYN,1332,9.812551379699595,95904,Web_Threat
FileTransfer,ICMP,SYN,1305,4.754116569627124,8429,FileTransfer_Normal
Messaging,ICMP,ACK,235,3.8314375396376423,34965,Messaging_Threat
FileTransfer,ICMP,ACK,1190,1.2070917301562871,46950,FileTransfer_Normal
Web,ICMP,RST,355,9.741904639993875,54320,Web_Threat
Web,TCP,ACK,1211,0.21006329569898646,93908,Web_Anomaly
FileTransfer,TCP,FIN,111,7.374430447822359,6497,FileTransfer_Threat
Web,UDP,SYN,372,7.688312049837199,98009,Web_Threat
FileTransfer,UDP,SYN,590,2.4441305934780275,35625,FileTransfer_Normal
Messaging,ICMP,FIN,835,6.718868851694243,53172,Messaging_Threat
FileTransfer,ICMP,ACK,800,0.9383621523501054,90206,FileTransfer_Anomaly
Messaging,ICMP,FIN,382,2.5779021916564777,83920,Messaging_Normal
FileTransfer,UDP,FIN,576,7.881140863039727,84630,FileTransfer_Normal
Web,UDP,RST,1388,8.648215058415067,23384,Web_Threat
FileTransfer,UDP,FIN,1213,6.0887792624713155,61430,FileTransfer_Normal
Web,UDP,SYN,375,5.073315933886621,83469,Web_Normal
FileTransfer,UDP,FIN,210,1.6014471659836134,25222,FileTransfer_Normal
FileTransfer,UDP,SYN,441,0.6404592404607102,70653,FileTransfer_Normal
Video,UDP,SYN,719,1.1853137944508507,82006,Video_Normal
Web,ICMP,SYN,26,2.2812994279600267,94888,Web_Normal
Video,ICMP,ACK,152,3.423328273950239,62912,Video_Anomaly
Web,ICMP,RST,576,3.8152861598547623,8099,Web_Threat
Video,ICMP,SYN,845,3.4697544682041452,22536,Video_Anomaly
Messaging,UDP,SYN,780,2.3981627686506832,43063,Messaging_Normal
FileTransfer,TCP,ACK,1074,5.1021452250494645,2196,FileTransfer_Normal
Web,UDP,SYN,554,8.25460822124664,25379,Web_Threat
Web,TCP,FIN,445,2.804238349330077,26301,Web_Anomaly
FileTransfer,ICMP,FIN,1437,9.424446320831308,19815,FileTransfer_Threat
Web,UDP,RST,691,8.73463325062124,29409,Web_Anomaly
Web,ICMP,SYN,382,1.6260244714075751,15178,Web_Normal
Video,UDP,ACK,1480,7.864896808003374,56714,Video_Threat
Web,ICMP,FIN,101,5.750127949354488,5205,Web_Threat
Messaging,TCP,ACK,375,5.670087868092471,94948,Messaging_Normal
Messaging,TCP,ACK,1301,3.9165172029511623,2939,Messaging_Threat
FileTransfer,TCP,FIN,608,5.016518461828277,69020,FileTransfer_Anomaly
Web,UDP,ACK,314,3.977815986517818,43719,Web_Anomaly
FileTransfer,TCP,FIN,1267,5.401928861411829,42921,FileTransfer_Anomaly
